OBJECTID,Platted_Name,Subdivision,Phase,Section,Case_Number,Recorded_Date,Document1,Document2,Legal_Acres,Recorded_County1,Recorded_County2,Book,Page,Res_Lots,Comm_Lots,Total_Lots,Development_Status,MF_Category,MF_Complex_Name,Accepted_Subd,Addressing_Status,Address_Release_Date,City_Jurisdiction,County_Jurisdiction,Geometry_Source,Subdivision_Category,Platted_Name_UC,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ResLotsApprox
622,The Highlands At Crystal Falls Sec I Ph 3,HIGHLANDS AT CRYSTAL FALLS,"3","1",,1/7/2009,2009000861,,27.303,Williamson,,FF,"240",79,0,79,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE HIGHLANDS AT CRYSTAL FALLS SEC I PH 3,{E00D8F1B-AA3E-4652-960C-C006672CCD75},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
623,The Bluffs At Crystal Falls Sec 1 Ph 1B,BLUFFS AT CRYSTAL FALLS,1B,"1",,1/27/2011,201100030,"2011005911",30.6124,Williamson,Travis,,,46,0,50,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 1 PH 1B,{DB8EEF74-990A-48E8-9162-1082B980745D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
624,Lot 1 Blk G The Bluffs At Crystal Falls Sec 1 Ph 1B Amd,BLUFFS AT CRYSTAL FALLS,1B,"1",,9/30/2013,201300203,"201310429",14.65,Williamson,Travis,,,0,0,1,DEV,N/A,N/A,,REL,,City,B,TCAD,ROW/EASE,LOT 1 BLK G THE BLUFFS AT CRYSTAL FALLS SEC 1 PH 1B AMD,{DBDAD967-266E-4741-B906-1B162B486A08},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,"0"
625,Travisso Ph 4 Sec 4 & 5,TRAVISSO,"4","5",20-PICP-044,6/16/2022,202200155,,89.77,Travis,,,,204,0,213,UC,N/A,N/A,Yes,REL,2022/07/18 00:00:00+00,City,T,TCAD,SF,TRAVISSO PH 4 SEC 4 & 5,{6200F04A-C32C-4DF1-89D7-41EB4A5F1033},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
637,"Horizon Lake Ph 3, Sec 1 & 2",HORIZON LAKE,"3","1, 2",,9/23/2022,2022110431,,16.92,Williamson,,,,90,0,94,UC,N/A,N/A,Yes,REL,2022/10/03 00:00:00+00,City,W,WCAD,SF,"HORIZON LAKE PH 3, SEC 1 & 2",{819056FF-1EFF-4AFF-AD87-336DB3FDD8FF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
648,Horizon Lake Ph 4 Sec 1,HORIZON LAKE,"4","1",,7/28/2021,2021113361,,31.922,Williamson,,,,136,0,141,UC,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON LAKE PH 4 SEC 1,{A3D852BD-F9E4-4E6B-89B3-8477DDF0F370},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
649,Overlook Estates Sec 2,OVERLOOK ESTATES,,"2",,8/16/1998,199955659,,18.124,Williamson,,R,"213",21,0,21,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,OVERLOOK ESTATES SEC 2,{854B3203-C688-4D01-9D0A-8577C9C018EF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
650,Overlook Estates Sec 1,OVERLOOK ESTATES,,"1",,8/16/1998,199955658,,31.861,Williamson,,R,"211",31,0,31,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,OVERLOOK ESTATES SEC 1,{A6E385A3-753E-4CDB-82D8-FED0458C683E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
651,Leander Crossing Ph 3,HILLS AT LEANDER ,"3",,,7/3/2018,2018058519,,10,Williamson,,,,1,0,1,DEV,APT,Hills at Leander,Yes,REL,,City,W,WCAD,MULTI,LEANDER CROSSING PH 3,{583F427C-82AF-464E-9092-F2090DF9CEC4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
652,Leander Crossing Ph 1,LEANDER CROSSING,"1",,,12/4/2015,2015105703,,22.21,Williamson,,,,69,0,69,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,LEANDER CROSSING PH 1,{9AA15DF6-1449-4D75-A916-4707CC12B83B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
653,Horizon Lake Ph 1 Sec 3,HORIZON LAKE,"1","3",,10/11/2021,2021155420,,65.703,Williamson,,,,0,0,2,UC,N/A,N/A,Yes,ROW,,City,W,WCAD,ROW/EASE,HORIZON LAKE PH 1 SEC 3,{9C02C816-2CF1-46CD-8A08-E666E5A0A804},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
654,Rosenbusch Ranch Ph 2,ROSENBUSCH RANCH,"2",,20-PICP-041,11/3/2022,2022125044,,33.15,Williamson,,,,126,0,134,UC,N/A,N/A,Yes,REL,2022/12/09 00:00:00+00,City,W,WCAD,SF,ROSENBUSCH RANCH PH 2,{1AA78414-8BDF-4C82-AA6B-5EA027E18D2A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
655,Parkside Village,PARKSIDE VILLAGE,,,,9/16/2021,2021141383,,29.031,Williamson,,,,1,1,3,DEV,APT,Parkside Apartments,,,,City,W,WCAD,MIX,PARKSIDE VILLAGE,{A1C264E1-6F47-444B-BDE1-1ACD3CBDC972},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
656,Leander Heights Sec 2 Lot 17 Blk A (Replat) (Maya Townhouses),MAYA TOWNHOUSES,,"2",21-SD-028,11/15/2006,2006100321,,2.53,Williamson,,CC,"260",2,0,2,UR,TH,Maya Townhouses ,Yes,,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 2 LOT 17 BLK A (REPLAT) (MAYA TOWNHOUSES),{4868D2DA-0558-4D4B-8D13-E1D8347C9E85},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
657,HEB Leander,HEB LEANDER,,,,10/20/2003,2003102221,,52.769,Williamson,,,,0,3,3,DEV,,,Yes,REL,,City,W,WCAD,COM,HEB LEANDER,{EB6AC3B6-A407-4B3B-B3F7-8BBE8676287D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
658,HEB Leander,HEB LEANDER,,,,10/20/2003,2003102221,,52.769,Williamson,,,,0,3,3,UR,,,,,,City,W,WCAD,COM,HEB LEANDER,{58123832-C1B3-46C5-B57B-B1A3422EEF9B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
659,HEB Leander Subdivision Lot 2A & 2B Blk A Replat,HEB LEANDER,,,,4/27/2015,2015064244,,3.0732,Williamson,,,,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,HEB LEANDER SUBDIVISION LOT 2A & 2B BLK A REPLAT,{5B8D5590-F21F-45E9-B15F-3F80F1ECFF25},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
660,Planned Leander Heights Apartment: Leander Heights Sec 2 (Blk A Lots 15 & 16 Amd),LEANDER HEIGHTS APARTMENTS,,"2",,2/4/2014,2014007654,,6.95,Williamson,,,,1,0,1,DEV,APT,Leander Heights Apartments,,,,City,W,WCAD,MULTI,PLANNED LEANDER HEIGHTS APARTMENT: LEANDER HEIGHTS SEC 2 (BLK A LOTS 15 & 16 AMD),{E800EE4F-2785-4195-AB38-7084B225A105},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
663,The Preserve at Mason Creek Ph 1,PRESERVE AT MASON CREEK,"1","2",21-SD-027,<Null>,,,109.66,Williamson,,<Null>,<Null>,43,0,1,ADDR,"4",Horseshoe PUD,Yes,REL,2023/01/26 00:00:00+00,City,W,WCAD,MULTI,THE PRESERVE AT MASON CREEK PH 1,{8969633F-8CB7-4D9B-BFA5-1190DC9639EC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
671,"The Fairways Phase 1 at Crystal Falls 2 Lots 27, 28, and 56 Block D Amended",FAIRWAYS AT CRYSTAL FALLS,,,,9/18/2007,200700216,"200700216",1.183,Travis,Travis,,,2,0,2,DEV,,,Yes,REL,,City,W,TCAD,SF,"THE FAIRWAYS PHASE 1 AT CRYSTAL FALLS 2 LOTS 27, 28, AND 56 BLOCK D AMENDED",{62DCBD83-1B70-4647-B376-8B778570F136},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
672,Grand Mesa at Crystal Falls Amended Lt 155 Blk E,GRAND MESA AT CRYSTAL FALLS,,,,8/20/2008,,"200800154",,Travis,,,,4,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS AMENDED LT 155 BLK E,{9038C06C-6F38-48CE-8AF8-E4F9AB0FE6D5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
673,Grand Mesa at Crystal Falls Amendment Of Lot 11 Amd Plt,GRAND MESA AT CRYSTAL FALLS,,,,8/24/2011,,2011050866TR,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS AMENDMENT OF LOT 11 AMD PLT,{A18AF47A-F54C-4497-85A9-552E1F42C498},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
674,Grand Mesa at Crystal Falls Amd Lts 5 & 6 Blk H,GRAND MESA AT CRYSTAL FALLS,,,,2/28/2012,,201100176TR,,Travis,,,,2,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS AMD LTS 5 & 6 BLK H,{74BA90C8-E375-4E0C-8345-2E716F49EF96},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
675,Grand Mesa at Crystal Falls Amd Lts 47 & 48 Blk H,GRAND MESA AT CRYSTAL FALLS,,,,9/8/2011,,201100054TR,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS AMD LTS 47 & 48 BLK H,{CD845F29-EDE1-44A4-AF0D-4FB1015B65CB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
676,"The Fairways at Crystal Falls (Amd Lots 45 & 46,Blk A)",FAIRWAYS AT CRYSTAL FALLS,,,,12/7/2005,,,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,"THE FAIRWAYS AT CRYSTAL FALLS (AMD LOTS 45 & 46,BLK A)",{4C38873A-921E-4E09-BF78-6C36EB4200FE},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
677,"Grand Mesa at Crystal Falls Amending Lots 12,13 & 14,Blk D",GRAND MESA AT CRYSTAL FALLS,,,,12/20/2017,,,,Travis,,,,3,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,"GRAND MESA AT CRYSTAL FALLS AMENDING LOTS 12,13 & 14,BLK D",{5C9E6E2F-2DD0-45A9-A9BF-C2E75D08446C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
678,Grand Mesa at Crystal Falls  Lot 13 Blk A Amd,GRAND MESA AT CRYSTAL FALLS,,,,4/20/2020,2020036307,,1.307,Williamson,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,GRAND MESA AT CRYSTAL FALLS  LOT 13 BLK A AMD,{AA833EF6-EA55-4549-8A88-A5121CECF821},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
679,"Lot 9 Blk F Grand Mesa at Crystal Falls 2  Sec 5 Amend Lts 9,10&11 Blk F",GRAND MESA AT CRYSTAL FALLS,,,,9/6/2007,,"200700159",,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,"LOT 9 BLK F GRAND MESA AT CRYSTAL FALLS 2  SEC 5 AMEND LTS 9,10&11 BLK F",{42795C44-2B54-4F6A-9C3A-F34D854D35E5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
680,Lot 33A Grand Mesa at Crystal Falls 2  Sec 6 Amended Lts 33&34 Blk H,GRAND MESA AT CRYSTAL FALLS,,,,10/19/2012,,201200041TR,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,LOT 33A GRAND MESA AT CRYSTAL FALLS 2  SEC 6 AMENDED LTS 33&34 BLK H,{C1FB5AA1-5A49-480E-9FC8-E22A5B33F4FB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
681,Lot 45A Blk H Grand Mesa at Crystal Falls 2  Sec 6 Lt 45 & 46 Blk H Amd,GRAND MESA AT CRYSTAL FALLS,,,,11/25/2014,,201400231TR,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,LOT 45A BLK H GRAND MESA AT CRYSTAL FALLS 2  SEC 6 LT 45 & 46 BLK H AMD,{146668C6-B281-4CC0-9A5F-4E9F08F4DDFB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
682,Lots 83 And 84 Blk K Grand Mesa at Crystal Falls 2  Sec 7 Amd,GRAND MESA AT CRYSTAL FALLS,"2","7",,4/9/2015,,201500089TR,4.589,Travis,,,,2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,LOTS 83 AND 84 BLK K GRAND MESA AT CRYSTAL FALLS 2  SEC 7 AMD,{D0619AEA-F073-4B68-B91C-24EDA9A33803},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
683,Grand Mesa at Crystal Falls Amd Lts 65-68 Blk E Grand Mesa at Crystal Falls 2  Sec 6,GRAND MESA AT CRYSTAL FALLS,,,,9/28/2009,,200900128TR,,Travis,,,,5,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS AMD LTS 65-68 BLK E GRAND MESA AT CRYSTAL FALLS 2  SEC 6,{4A708FF6-8804-4B46-BB31-1BF74FE34D2F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
684,Grand Mesa at Crystal Falls Amd Plt Of Lots 25-27 Blk H Grand Mesa At Crystal Falls 2 Sec 6,GRAND MESA AT CRYSTAL FALLS,,,,10/28/2010,,"20100008",,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS AMD PLT OF LOTS 25-27 BLK H GRAND MESA AT CRYSTAL FALLS 2 SEC 6,{6F1A5E5F-E5AE-475B-A66C-B782A84F5965},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
685,Replat Of Lots 53-55 Blk H Amended Grand Mesa at Crystal Falls 2  Sec 6,GRAND MESA AT CRYSTAL FALLS,"2","6",,10/19/2012,,201200141TR,,Travis,,,,2,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,REPLAT OF LOTS 53-55 BLK H AMENDED GRAND MESA AT CRYSTAL FALLS 2  SEC 6,{0A3D93D5-CFE8-465E-B5DD-44CE0310E503},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
686,Grand Mesa at Crystal Falls 2 Sec 8 Ph 1,GRAND MESA AT CRYSTAL FALLS,"2","8",,6/26/2015,,201500082TR,,Travis,,,,73,,75,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS 2 SEC 8 PH 1,{AA12CC60-28D6-4251-9335-234FABF41FBA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
689,Nameless Hollow Condominiums Ph 1-4 Amended,NAMELESS HOLLOW CONDOMINIUMS,,,,10/19/2012,,,,Travis,,,,,,,DEV,C,,,RELTC,,ETJ,T,TCAD,MULTI,NAMELESS HOLLOW CONDOMINIUMS PH 1-4 AMENDED,{B486F8FF-F46D-4651-8EF3-74FC09584CE9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
690,Fairways At Crystal Falls Sec 3 Ph 1 Caprock At Crystal Falls Ph 1,FAIRWAYS AT CRYSTAL FALLS / CAPROCK AT CRYSTAL FALLS,,,,1/13/2011,,201000076TR,24.167,Travis,,,,62,0,65,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 3 PH 1 CAPROCK AT CRYSTAL FALLS PH 1,{AA323A00-E554-495C-B781-6D6B85FD83C0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
691,Lot 1 Grand Mesa 2 At Crystal Falls Amended Lots 20&21,GRAND MESA AT CRYSTAL FALLS,,,,4/4/2007,,,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,LOT 1 GRAND MESA 2 AT CRYSTAL FALLS AMENDED LOTS 20&21,{5AF76D34-F28F-469B-9DBC-CEFDDFA9B378},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
692,"HEB Leander Subdivision, Lot 1, Blk A 2nd Replat",HEB LEANDER,,"2",,4/24/2015,2015032639,,55.4386,Williamson,,,,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,"HEB LEANDER SUBDIVISION, LOT 1, BLK A 2ND REPLAT",{A18861F2-CA62-4F1C-A862-F6247EABED6D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
693,Hawkes Landing Ph 5,HAWKES LANDING,"5",<Null>,,12/15/2020,2020159061,,30.408,Williamson,,,,79,0,84,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HAWKES LANDING PH 5,{680CDAEF-0D92-4521-85F7-CC0C83E29851},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
694,Atkin Addition Lots 12 And 13 Block 2 Resub,ATKIN ADDITION,,,,6/28/1994,34125,,0.44,Williamson,,l,"112",2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,ATKIN ADDITION LOTS 12 AND 13 BLOCK 2 RESUB,{C7C04154-EF6F-4E69-B723-DFAB06895CA8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
695,Lakeline Ranch Ph 5,LAKELINE RANCH,"5",<Null>,,2/22/2004,2005013235,,11.383,Williamson,,AA,"24",50,0,51,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,LAKELINE RANCH PH 5,{F6E48F4C-05FB-4947-BAC3-D5169962BD77},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
697,"Atkin Addition To Leander, Texas Amended Plat Of Lots 15 & 16",ATKIN ADDITION,,,,4/16/2003,2003034799,,0.494,Williamson,,X,"160",4,0,4,,,,,REL,,City,W,WCAD,COM,"ATKIN ADDITION TO LEANDER, TEXAS AMENDED PLAT OF LOTS 15 & 16",{0A882001-B11B-4C59-A572-04B2AAA2EC7A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
698,Westview Meadows Ph 5,WESTVIEW MEADOWS,"5",<Null> ,,11/20/2007,2007097041,,21.133,Williamson,,EE,"43",94,0,94,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,WESTVIEW MEADOWS PH 5,{075B71B3-44E8-45D0-8997-C0218576619D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
700,Allen Reed Acres,LEANDER HEIGHTS,,,,6/15/1984,8419985,,2.723,Williamson,,F,"49",3,0,3,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,ALLEN REED ACRES,{668127AF-62D7-412A-962E-BD281C9BCD3D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
702,Atkin Addition,ATKIN ADDITION,,,,10/5/1945,0,,11.57,Williamson,,A,"160",42,0,42,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,ATKIN ADDITION,{62A4F673-EC71-410F-966D-7313FDFA23BF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
705,Boulders At Crystal Falls Ph 6,BOULDERS AT CRYSTAL FALLS,"6",<Null>,,11/14/2013,2013108049,,4.978,Williamson,,,,2,0,2,DEV,,,Yes,REL,,City,W,WCAD,COM,BOULDERS AT CRYSTAL FALLS PH 6,{04E57B12-B925-4C1E-9998-D0E1EAEDB356},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
707,1501 Leander Dr Condo (SD),LEANDER HEIGHTS,,,,8/17/2016,0,,4.67,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,1501 LEANDER DR CONDO (SD),{9D0F9262-7EE7-4136-A7C1-917FB06C647D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
708,183A Fabcon Addn,183A FABCON ADDN,,,,11/21/2008,2008086830,,1.191,Williamson,,,"165",0,1,1,DEV,,,Yes,,,City,W,WCAD,COM,183A FABCON ADDN,{3B67EC81-E1D1-48DE-8F26-A1D6CB678A94},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
714,Boulders At Crystal Falls Ph 5,BOULDERS AT CRYSTAL FALLS,"5",<Null>,,10/26/2006,2006099831,,12.556,Williamson,,,,25,0,28,DEV,,,Yes,REL,,City,W,WCAD,MIX,BOULDERS AT CRYSTAL FALLS PH 5,{A2718869-AF7D-4FB8-8132-CB49E6F771F7},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
715,1607 Tierra Alto Condo,1607 TIERRA ALTO CONDO,,,,8/9/2017,2017073617,,1.09,Williamson,,,,1,0,1,DEV,,,Yes,REL,,City,W,WCAD,MULTI,1607 TIERRA ALTO CONDO,{3A165193-6AD9-42C1-970C-F5EF99C71D2B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
716,190 Bagdad Condo,190 BAGDAD CONDO,,,,05/17/2018,2018042267,,,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,190 BAGDAD CONDO,{3F87BA5E-979F-4C9F-8D84-5386CDFE62DA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
717,Allen Reed Acres (Lt C Resub),ALLEN REED,,,,9/23/1997,9743639,,1.499,Williamson,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,ALLEN REED ACRES (LT C RESUB),{F495F322-250A-44E2-B954-E7F424C4906C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
719,"Bluffs at Crystal Falls Sec 1, Ph 1C Lots 13-15 Blk D Amd.",BLUFFS AT CRYSTAL FALLS,,,,1/7/2013,,201200219TR,0.61,Travis,,,,2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,"BLUFFS AT CRYSTAL FALLS SEC 1, PH 1C LOTS 13-15 BLK D AMD.",{149A5936-635F-47EA-AFF7-5437786DEF44},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
720,Apple Springs,APPLE SPRINGS,,,,1/1/1983,,,,Travis,,,,76,,76,DEV,N/A,N/A,,REL,,ETJ,B,TCAD,SF,APPLE SPRINGS,{6E898A71-8413-4620-9744-13D52E5E06AF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
721,Lakeline Ranch Ph 4 (Amd),LAKELINE RANCH TOWNHOUSES,"4",<Null>,,5/5/2004,2004035010,,10.451,Williamson,,Y,"343",73,0,76,DEV,TH,Lakeline Ranch Townhouses,Yes,REL,,City,W,WCAD,MULTI,LAKELINE RANCH PH 4 (AMD),{C853349F-8EEB-4D82-A1C6-7EBC3942CF15},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
722,Connellys Crossing 4,CONNELLYS CROSSING,"4",<Null>,,4/29/2015,2015034135,,12.065,Williamson,,,,48,0,50,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CONNELLYS CROSSING 4,{327DC54A-02D1-496E-ACEC-D9C3ACBE1992},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
724,Hawkes Landing Ph 4,HAWKES LANDING,"4",<Null>,,4/24/2020,2020041739,,12.487,Williamson,,,,51,0,51,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HAWKES LANDING PH 4,{39FF24D3-E513-49AB-8ADF-CE531F3B769E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
725,Westview Meadows Ph 4,WESTVIEW MEADOWS,"4",<Null>,,12/21/2006,2007000779,,22.157,Williamson,,CC,"330",93,0,93,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,WESTVIEW MEADOWS PH 4,{46C49BBC-46E8-4FB9-883D-BA6F48CE8F61},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
